timeslot,Seattle (OR),Cheyenne (WY),Chicago (PJM),New York (NY),Kansas City (KS),Berkeley County (SC)
32265,184.64,862.0,385.71,302.29,676.37,450.52
32266,188.27,875.76,391.53,316.34,699.79,465.37
32267,183.24,875.89,393.94,321.37,721.67,467.28
32268,185.24,875.37,390.87,328.7,737.9,461.73
32269,152.5,832.32,384.63,333.66,766.26,455.84
32270,124.77,704.68,379.49,336.24,772.9,458.66
32271,117.93,640.09,379.13,334.75,764.38,462.67
32272,141.92,641.2,378.36,332.64,721.56,463.91
32273,130.49,645.11,373.13,329.81,704.71,458.68
32274,119.34,656.04,371.04,324.8,685.35,461.55
32275,106.56,682.51,373.05,325.32,682.23,461.28
32276,79.54,696.85,368.19,331.52,666.52,464.1
32277,73.99,720.2,371.94,335.0,682.28,461.75
32278,70.17,735.87,380.41,332.19,685.79,460.59
32279,70.34,743.49,384.71,326.39,698.51,459.37
32280,64.51,810.53,389.8,322.31,735.11,474.3
32281,62.84,886.94,389.56,323.21,766.2,482.84
32282,71.76,858.22,389.64,323.78,754.99,480.91
32283,87.75,820.79,388.13,327.7,769.46,465.55
32284,88.57,778.62,375.22,316.44,754.03,453.9
32285,123.89,790.49,362.06,303.51,697.8,437.47
32286,139.64,815.33,360.7,293.84,667.85,425.14
32287,141.36,800.32,361.18,282.82,648.5,414.83
32288,156.51,845.05,354.97,281.71,675.64,411.75
32289,172.43,888.35,353.66,282.53,718.34,414.04
32290,183.39,892.06,352.88,283.25,707.8,416.77
32291,189.01,880.35,348.75,285.2,703.72,422.29
32292,183.05,887.16,343.23,289.45,709.47,420.26
32293,145.52,841.68,344.65,302.95,736.28,430.45
32294,149.21,703.19,338.0,300.85,806.65,430.84
32295,149.18,632.81,336.37,306.25,835.78,439.68
32296,139.71,633.76,334.83,302.89,839.12,436.82
32297,137.54,644.75,337.38,307.96,831.41,435.69
32298,131.89,651.7,339.32,309.94,856.35,439.78
32299,111.2,661.86,340.08,312.78,867.8,439.58
32300,103.06,670.12,337.72,312.69,872.6,444.06
32301,98.37,710.71,335.97,303.2,863.62,448.24
32302,93.18,749.5,341.18,302.74,864.04,455.32
32303,81.09,762.8,356.38,301.86,860.57,466.42
32304,66.92,806.68,360.73,302.73,849.87,475.47
32305,65.65,867.4,361.43,289.94,826.55,480.09
32306,65.38,842.72,362.11,279.48,783.15,480.9
32307,71.97,818.08,359.12,275.05,721.56,468.06
32308,91.64,844.04,352.45,271.14,656.9,454.99
32309,114.98,862.51,344.83,259.01,578.16,456.5
32310,128.38,869.73,341.91,251.5,517.15,447.04
32311,134.5,882.92,342.27,243.02,518.1,438.86
32312,158.51,870.41,339.67,242.48,535.33,437.2
32313,157.15,853.56,340.54,240.89,549.76,436.32
32314,160.0,836.54,340.19,241.15,547.79,435.26
32315,160.12,832.62,339.47,250.38,564.52,436.99
32316,154.15,827.76,322.13,250.96,564.62,429.05
32317,140.3,790.42,306.02,250.26,601.71,417.41
32318,159.4,686.3,303.52,238.5,680.5,417.19
32319,140.67,611.89,303.17,238.8,699.32,414.25
32320,128.65,605.35,299.63,240.35,712.01,428.59
32321,129.21,612.81,303.77,241.8,726.95,433.51
32322,136.72,646.96,306.2,244.09,771.43,440.64
32323,128.77,671.85,309.35,254.69,821.39,446.29
32324,119.55,710.89,316.88,262.59,845.39,447.51
32325,100.16,748.99,327.22,279.75,841.71,451.88
32326,87.43,765.45,341.12,289.07,835.23,462.84
32327,63.15,856.43,354.13,293.68,827.38,476.84
32328,59.35,894.92,364.33,297.66,796.37,486.58
32329,58.94,907.25,366.37,286.96,748.32,484.24
32330,64.01,849.63,360.01,267.24,668.34,488.8
32331,70.18,821.01,354.09,254.75,604.09,472.19
32332,94.94,788.33,349.31,242.8,550.96,454.67
32333,103.09,765.87,345.94,232.71,505.62,455.07
32334,129.47,760.61,342.58,240.16,488.45,436.6
32335,129.51,728.33,339.01,246.31,513.04,433.72
32336,120.88,729.9,338.35,243.26,506.14,434.48
32337,119.14,680.18,344.86,256.8,490.55,439.19
32338,117.09,657.7,360.24,279.64,499.47,459.59
32339,116.68,650.93,366.03,300.28,522.39,459.97
32340,118.96,658.87,349.68,300.51,559.3,449.89
32341,123.77,683.06,339.82,296.6,617.95,446.07
32342,123.0,602.77,341.93,294.32,701.89,444.51
32343,118.54,520.96,340.48,298.0,712.5,439.69
32344,112.61,518.27,338.87,305.8,694.55,445.26
32345,108.5,550.44,342.91,307.37,662.72,451.22
32346,105.05,592.98,347.56,307.04,635.25,456.06
32347,98.42,626.48,353.21,302.34,633.21,451.49
32348,90.92,651.9,356.77,316.47,624.25,447.26
32349,88.89,641.22,363.33,320.66,618.66,446.42
32350,79.43,640.15,378.74,314.23,602.09,452.34
32351,76.41,663.96,390.14,313.23,608.75,461.85
32352,72.84,712.77,395.97,311.31,599.08,473.03
32353,72.21,829.29,391.92,318.96,558.34,485.31
32354,78.89,836.05,385.65,329.01,529.38,490.54
32355,80.2,810.0,384.5,331.2,514.61,485.74
32356,90.13,793.16,379.01,313.09,470.34,471.58
32357,111.62,775.35,374.66,308.37,483.51,451.56
32358,130.54,757.38,366.59,300.65,494.82,443.59
32359,126.58,734.52,364.4,292.55,488.77,442.38
32360,129.78,694.27,364.7,293.47,483.24,439.43
32361,137.4,656.09,371.67,315.55,479.52,445.38
32362,144.55,658.79,381.87,330.64,468.89,448.87
32363,137.63,657.64,384.96,335.82,545.28,448.55
32364,116.51,655.14,368.65,336.55,562.63,420.37
32365,106.68,651.44,355.66,323.47,563.6,392.53
32366,111.1,637.47,356.78,316.55,621.83,402.03
32367,120.7,604.31,360.3,314.42,635.39,404.62
32368,107.87,591.19,362.45,324.97,640.19,414.48
32369,104.47,608.91,367.02,331.82,673.51,429.48
32370,100.06,597.62,372.9,336.96,672.39,445.29
32371,99.39,613.97,376.77,336.5,643.16,450.41
32372,94.69,633.24,380.91,335.32,616.19,458.38
32373,85.31,617.79,388.33,338.28,607.17,462.57
32374,77.54,658.04,405.22,339.17,600.9,467.38
32375,77.25,697.72,417.9,341.17,608.98,469.46
32376,70.43,777.44,419.15,337.76,587.92,471.93
32377,73.58,851.06,417.2,337.98,534.3,483.54
32378,76.88,838.62,412.26,336.09,458.4,494.86
32379,85.29,790.71,405.99,330.95,446.83,491.49
32380,99.09,755.41,393.52,318.38,454.71,479.38
32381,123.73,709.8,383.28,306.06,459.63,465.22
32382,128.4,673.01,377.5,300.09,490.07,447.15
32383,113.59,706.78,373.79,300.82,503.33,441.85
32384,117.08,721.09,372.0,300.47,511.46,441.9
32385,128.93,759.53,377.88,310.93,538.13,444.43
32386,135.8,789.25,388.46,326.03,577.8,457.47
32387,125.61,795.39,394.15,338.02,592.51,461.19
32388,123.87,823.45,379.65,338.07,629.16,447.6
32389,117.33,786.61,365.38,334.34,669.67,456.38
32390,136.31,713.11,368.78,329.14,710.52,458.28
32391,149.74,621.46,377.31,329.36,721.01,464.84
32392,142.72,588.18,387.13,336.95,689.59,465.99
32393,139.09,563.43,390.63,334.25,683.39,467.48
32394,134.08,532.34,393.46,340.75,659.46,473.04
32395,113.65,549.69,395.96,342.23,630.17,471.16
32396,106.61,535.75,400.28,345.11,606.18,465.65
32397,101.88,523.35,407.54,341.03,594.59,461.39
32398,95.17,500.08,421.23,338.05,599.75,455.18
32399,75.28,524.7,427.26,338.53,616.67,456.71
32400,70.07,583.03,427.68,345.4,628.63,462.21
32401,71.55,640.56,425.43,345.4,576.12,472.32
32402,69.59,696.75,419.27,336.19,481.19,480.62
32403,84.29,710.9,413.78,334.82,462.05,471.66
32404,97.0,674.53,400.09,327.58,462.05,462.95
32405,111.46,625.91,391.74,319.52,487.65,455.04
32406,129.08,582.76,386.36,310.91,499.67,455.88
32407,122.32,594.13,382.17,305.09,517.98,438.32
32408,120.79,596.32,381.86,310.12,533.8,438.86
32409,117.72,563.8,388.34,326.05,530.79,447.14
32410,104.1,584.34,398.76,341.19,564.86,465.38
32411,101.74,619.08,406.73,346.4,602.36,473.32
32412,108.86,628.68,395.5,348.56,615.66,468.35
32413,99.5,638.58,386.62,347.56,643.31,466.76
32414,106.64,553.32,387.62,345.73,676.39,469.72
32415,104.57,419.45,389.9,344.93,688.5,468.92
32416,110.95,350.07,394.22,353.55,696.16,464.04
32417,102.64,332.59,398.65,355.83,683.52,452.99
32418,99.36,338.18,391.64,353.15,651.33,453.59
32419,87.1,355.86,392.45,349.34,606.07,454.74
32420,89.04,370.78,399.19,349.4,593.14,446.07
32421,86.42,364.98,406.99,339.16,566.0,445.75
32422,83.44,369.23,416.1,333.74,543.58,450.8
32423,84.81,365.62,419.3,348.48,602.2,459.0
32424,78.86,434.7,416.01,350.77,591.97,467.55
32425,79.04,493.37,411.51,352.39,589.22,474.88
32426,80.1,550.27,403.4,342.87,536.15,477.58
32427,79.73,582.46,391.16,343.78,479.51,475.51
32428,88.68,566.72,382.34,329.47,486.93,459.26
32429,107.24,577.48,373.61,314.61,508.35,451.69
32430,115.76,621.98,370.83,321.55,518.02,438.47
32431,128.7,654.48,367.27,313.53,544.35,432.12
32432,130.66,647.19,368.07,312.71,551.95,436.41
32433,131.83,636.05,375.66,326.15,566.09,446.7
32434,132.71,632.09,384.69,337.12,611.94,466.45
32435,133.77,615.6,393.08,343.84,615.08,481.92
32436,133.17,634.03,391.36,349.52,624.07,474.64
32437,112.49,644.28,388.5,354.39,630.93,476.14
32438,108.25,529.99,392.33,349.85,688.23,474.27
32439,116.51,437.5,397.42,355.33,690.38,468.43
32440,117.86,427.04,404.54,353.69,661.37,471.98
32441,127.23,415.41,398.2,353.89,651.64,468.18
32442,122.92,414.97,403.34,351.96,620.38,468.03
32443,122.91,434.4,400.02,349.98,585.51,473.18
32444,120.5,447.31,403.12,345.27,563.29,462.29
32445,110.64,487.86,410.39,346.78,533.65,450.57
32446,100.16,537.52,417.65,344.36,506.43,458.23
32447,96.95,575.8,422.3,349.0,550.27,465.49
32448,86.18,698.53,421.83,357.1,605.39,478.66
32449,79.94,869.39,424.15,354.59,624.42,489.2
32450,75.41,883.46,422.94,353.58,587.47,490.74
32451,83.36,876.34,417.16,358.28,554.3,483.88
32452,81.93,869.6,404.37,349.82,558.38,478.79
32453,107.95,869.45,388.16,340.26,543.52,465.58
32454,115.94,871.93,380.24,336.4,517.72,455.66
32455,142.4,873.72,374.45,336.91,514.47,457.33
32456,155.1,863.96,369.38,332.64,523.26,456.61
32457,170.28,849.78,370.72,328.77,534.64,441.57
32458,161.91,825.77,372.06,335.0,545.61,441.29
32459,158.53,831.31,369.48,334.14,580.03,445.31
32460,151.31,842.67,365.02,339.12,594.84,440.78
32461,126.28,813.42,365.57,345.5,657.17,448.58
32462,145.37,654.26,365.28,347.57,688.09,459.66
32463,145.49,529.29,372.78,350.92,668.53,460.99
32464,135.7,464.71,381.34,358.06,684.65,460.25
32465,119.43,405.51,383.73,356.72,696.63,457.55
32466,99.25,367.52,386.74,354.76,664.42,457.58
32467,123.6,373.63,389.47,356.38,641.93,455.87
32468,116.48,372.2,393.64,358.09,630.22,461.25
32469,119.28,380.78,400.72,353.91,621.91,457.97
32470,116.57,412.36,410.32,353.59,604.97,465.29
32471,106.78,494.24,414.16,353.39,610.26,476.6
32472,81.78,678.16,413.6,352.9,732.46,478.43
32473,63.07,844.22,409.8,345.44,720.64,484.11
32474,67.73,871.83,406.07,345.93,656.12,491.65
32475,78.59,875.42,396.47,344.29,641.9,485.39
32476,89.55,867.36,387.36,334.62,542.78,471.72
32477,116.97,869.9,376.77,331.68,495.58,460.25
32478,136.99,836.31,371.04,326.99,489.65,458.46
32479,132.17,820.75,364.42,325.69,482.09,459.64
32480,140.47,801.67,359.2,322.87,482.41,439.9
32481,139.49,783.2,358.34,322.29,507.08,433.55
32482,136.58,768.76,360.08,322.07,584.52,437.22
32483,141.08,773.57,359.78,319.91,609.24,436.28
32484,139.11,784.77,359.34,328.42,646.43,432.49
32485,134.06,759.83,361.54,335.95,772.22,441.17
32486,151.72,643.37,368.27,349.68,839.49,439.36
32487,156.51,559.06,369.72,352.11,820.64,428.43
32488,148.23,528.76,378.64,356.86,815.57,446.6
32489,147.97,517.49,388.95,357.54,836.2,451.49
32490,142.52,510.1,385.3,355.05,799.02,450.07
32491,134.89,519.92,388.37,354.74,744.07,445.87
32492,134.1,564.14,387.7,353.81,718.68,449.4
32493,137.55,539.75,397.32,351.16,697.05,455.03
32494,138.8,549.29,407.46,349.2,675.84,463.74
32495,116.93,521.58,415.27,352.57,753.87,473.77
32496,90.01,626.84,416.47,352.74,690.48,478.25
32497,77.09,757.48,412.25,352.17,671.55,472.47
32498,80.71,747.93,404.57,350.99,663.58,480.43
32499,100.96,745.48,397.52,345.18,638.11,475.69
32500,115.59,717.91,384.77,333.1,597.93,461.62
32501,135.2,727.4,374.66,330.61,570.46,452.9
32502,134.64,738.02,368.52,324.46,581.46,453.26
32503,140.45,783.16,367.54,324.47,596.85,446.73
32504,158.57,785.67,367.42,328.21,608.17,438.45
32505,158.5,769.41,375.57,337.14,633.52,439.18
32506,159.37,760.2,385.43,343.23,661.39,460.16
32507,162.62,805.07,393.28,347.73,711.28,476.35
32508,148.39,803.69,388.57,350.5,736.99,460.2
32509,124.12,795.8,379.86,354.25,774.76,452.87
32510,122.32,760.9,387.19,356.18,827.41,439.46
32511,121.7,644.28,395.37,355.68,802.53,444.4
32512,121.49,618.9,395.72,358.83,784.28,452.56
32513,117.5,585.08,396.41,353.76,746.55,459.72
32514,120.29,558.03,400.01,358.0,705.93,461.2
32515,122.42,545.28,403.68,361.49,673.92,461.17
32516,128.09,540.19,405.65,365.23,648.74,455.42
32517,124.46,531.2,411.26,356.89,627.47,450.63
32518,115.91,516.55,415.1,354.97,640.88,455.08
32519,97.86,598.89,418.67,361.69,637.2,459.27
32520,90.97,676.49,418.33,359.92,666.82,472.33
32521,85.21,734.17,417.93,356.43,681.23,475.5
32522,87.03,752.47,406.94,349.17,637.03,488.27
32523,88.32,769.42,395.27,348.4,624.06,480.29
32524,90.12,793.71,383.78,342.39,594.59,468.88
32525,114.39,828.06,373.78,339.3,572.14,471.44
32526,135.25,806.27,368.03,336.4,562.91,474.06
32527,148.93,818.52,368.1,334.53,557.9,460.8
32528,161.72,834.83,371.17,335.54,564.79,459.19
32529,154.34,848.3,380.11,345.43,575.61,481.97
32530,147.3,849.12,394.05,349.4,585.88,496.13
32531,135.99,829.63,401.91,346.66,631.23,499.49
32532,122.66,821.47,398.6,341.92,693.65,456.1
32533,92.58,805.07,394.17,345.08,761.63,412.97
32534,108.73,691.74,397.47,348.73,777.62,415.0
32535,103.75,529.32,401.19,356.49,754.35,433.96
32536,96.39,487.35,399.42,357.53,716.43,444.87
32537,95.72,448.72,402.71,361.24,683.74,452.31
32538,86.82,418.6,406.57,366.05,658.92,456.98
32539,83.65,419.34,408.38,365.68,652.28,458.07
32540,86.07,423.77,411.16,359.3,629.1,451.62
32541,86.97,463.07,413.74,356.87,628.78,457.45
32542,85.63,477.95,418.6,354.25,620.17,466.91
32543,81.17,499.42,422.98,351.57,638.07,479.42
32544,73.22,587.45,416.58,354.62,647.32,487.95
32545,77.07,681.05,410.62,354.2,646.73,503.46
32546,84.24,661.57,403.21,344.27,612.67,506.44
32547,78.92,656.38,390.33,343.97,584.19,507.77
32548,81.97,654.74,384.53,350.24,587.6,509.68
32549,105.22,639.57,379.04,342.55,581.06,505.37
32550,103.34,601.32,374.08,341.12,609.56,500.16
32551,110.29,583.14,372.35,335.53,590.76,488.84
32552,109.36,592.66,374.3,335.64,576.89,482.02
32553,109.98,593.9,379.45,338.28,593.63,496.87
32554,106.55,598.63,389.9,348.28,637.98,512.56
32555,106.36,587.39,401.75,344.2,653.55,512.08
32556,120.16,626.36,401.68,342.9,644.77,505.45
32557,92.43,603.86,394.87,347.82,689.1,488.43
32558,115.64,516.85,394.88,351.98,736.7,473.77
32559,122.86,460.89,399.48,355.25,732.66,475.27
32560,128.47,426.07,404.81,356.53,679.6,481.49
32561,122.89,386.29,401.58,354.97,663.31,479.71
32562,120.7,383.99,408.54,347.92,623.27,490.33
32563,111.79,375.19,409.1,348.21,596.43,479.57
32564,108.87,371.89,410.9,353.51,570.07,469.71
32565,106.48,386.41,413.63,353.29,567.3,469.64
32566,113.74,412.02,418.26,354.18,572.26,479.97
32567,101.49,445.02,423.11,351.16,586.58,494.37
32568,90.93,582.96,422.56,353.43,614.36,501.1
32569,93.99,703.16,424.73,355.01,619.0,523.5
32570,86.6,699.2,422.4,351.46,609.13,533.45
32571,90.21,698.19,410.92,354.08,605.83,533.91
32572,107.68,712.55,398.8,345.5,625.91,524.65
32573,126.14,724.8,391.37,336.11,628.63,515.55
32574,134.18,732.98,383.75,325.49,626.74,508.96
32575,129.21,731.16,379.34,324.82,596.98,492.32
32576,153.75,727.79,379.93,323.2,583.08,491.27
32577,154.71,722.32,383.83,327.45,569.78,496.67
32578,157.6,719.46,393.64,329.97,572.63,513.48
32579,147.9,714.45,404.35,329.53,597.02,523.24
32580,126.64,724.15,402.42,334.76,638.43,488.16
32581,102.26,709.44,398.46,338.26,658.2,455.52
32582,107.7,597.49,400.8,342.66,658.0,458.73
32583,112.35,474.1,403.32,345.51,659.15,473.06
32584,123.94,444.4,405.68,347.33,665.4,489.38
32585,127.7,435.0,406.4,346.54,630.44,499.76
32586,127.85,421.56,409.61,345.15,607.63,508.9
32587,119.99,415.51,414.33,349.78,594.62,502.71
32588,112.86,419.29,416.06,351.05,605.23,498.74
32589,106.68,417.16,419.24,349.15,614.42,492.28
32590,101.63,443.97,430.7,350.43,622.37,500.73
32591,95.93,487.6,437.31,350.77,641.87,508.07
32592,88.42,673.77,433.29,348.18,638.62,522.56
32593,81.42,837.5,430.74,349.79,696.58,545.28
32594,86.36,863.82,423.05,341.58,705.06,543.15
32595,86.81,869.83,407.52,340.74,688.87,529.77
32596,92.51,900.69,389.34,325.71,686.91,528.45
32597,111.01,898.2,377.83,319.78,676.2,522.68
32598,116.11,874.28,372.4,315.69,680.6,507.71
32599,128.59,833.49,369.43,317.43,675.89,493.05
32600,128.94,782.49,370.74,318.41,668.02,486.88
32601,135.7,776.57,381.14,321.86,661.68,491.8
32602,137.47,756.56,389.49,325.07,696.9,504.49
32603,134.63,751.91,398.7,325.5,739.72,511.5
32604,124.59,746.39,389.9,327.45,755.99,467.28
32605,98.99,725.42,384.1,335.51,762.07,431.96
32606,101.75,611.37,391.97,337.4,761.18,450.21
32607,109.64,502.58,398.84,336.27,752.76,461.72
32608,102.85,445.4,404.49,341.73,718.24,487.34
32609,109.08,435.71,409.56,344.45,667.44,489.11
32610,118.14,439.19,414.16,341.38,661.9,494.01
32611,124.1,451.66,418.89,340.54,658.14,490.17
32612,120.59,478.53,420.8,334.87,650.47,487.37
32613,117.74,499.19,425.67,324.8,643.76,479.71
32614,111.77,506.86,438.12,322.16,635.01,494.3
32615,101.81,514.56,442.12,324.85,645.0,506.31
32616,90.4,651.33,436.94,325.55,636.54,513.51
32617,89.81,748.45,436.54,324.06,622.6,535.33
32618,92.6,717.28,438.74,331.4,600.15,538.41
32619,93.13,695.81,432.65,332.24,601.06,534.67
32620,104.2,710.36,420.11,325.05,602.62,527.86
32621,149.72,720.88,409.44,312.23,581.69,522.21
32622,156.88,700.78,397.65,305.41,603.69,512.08
32623,169.72,705.68,389.43,303.06,624.37,510.71
32624,196.81,692.1,387.04,304.01,633.78,505.83
32625,203.36,695.02,387.89,307.75,609.79,491.1
32626,187.63,703.1,388.96,305.09,617.63,487.79
32627,185.53,733.35,394.09,308.53,631.18,485.95
32628,183.77,740.01,383.78,319.69,678.5,454.94
32629,143.33,765.07,372.94,331.53,685.59,418.81
32630,145.11,707.6,381.16,325.1,699.56,425.86
32631,154.54,534.78,391.78,325.65,684.81,453.72
32632,146.17,472.61,392.88,322.7,651.48,471.2
32633,147.1,461.98,397.55,316.31,628.99,483.2
32634,162.53,473.4,404.05,321.25,626.87,485.47
32635,164.77,462.43,409.61,327.64,630.13,490.97
32636,164.45,458.71,416.99,329.4,631.16,481.64
32637,145.08,458.11,424.8,321.77,640.76,463.0
32638,138.74,455.15,434.64,318.92,655.77,484.96
32639,105.51,480.08,438.63,324.08,629.06,500.47
32640,88.75,617.12,434.92,321.87,640.65,513.02
32641,90.21,742.76,432.28,318.67,651.08,535.61
32642,93.77,763.94,431.95,320.62,642.43,536.39
32643,100.83,790.78,427.54,321.39,638.26,533.86
32644,130.0,818.46,410.7,313.78,681.0,534.16
32645,187.64,809.42,397.21,311.21,699.53,530.18
32646,202.48,825.04,392.07,305.0,670.76,512.65
32647,181.09,837.07,381.89,304.3,665.56,504.49
32648,204.01,827.61,373.23,303.39,639.11,497.03
32649,209.86,816.5,367.79,298.15,644.63,489.51
32650,207.76,808.42,366.27,297.29,656.66,491.94
32651,190.69,780.02,370.33,297.98,663.77,492.93
32652,186.11,785.09,369.62,299.0,647.2,460.74
32653,184.32,771.16,370.14,307.2,660.78,424.69
32654,159.4,636.55,377.55,317.3,696.46,434.57
32655,158.08,518.59,385.88,318.25,682.98,452.68
32656,152.51,497.46,393.09,317.98,677.05,457.15
32657,163.64,500.21,396.24,317.57,665.68,468.28
32658,164.53,498.8,396.88,314.19,656.02,477.28
32659,155.23,505.26,404.49,317.67,657.64,480.47
32660,151.25,507.2,405.57,317.59,648.5,487.22
32661,130.83,511.08,402.86,314.03,649.25,483.22
32662,116.3,534.49,411.45,318.25,643.72,507.04
32663,97.76,584.33,414.43,321.97,658.48,526.76
32664,79.72,747.58,419.48,315.25,694.75,530.96
32665,84.64,820.31,419.9,306.77,715.19,532.32
32666,88.46,799.36,416.08,305.95,719.13,543.71
32667,91.78,788.18,408.04,309.93,727.47,539.69
32668,113.84,764.37,392.18,302.24,735.09,536.71
32669,135.37,762.49,384.08,296.03,740.01,536.32
32670,128.74,749.11,374.36,295.98,754.25,523.85
32671,113.35,733.37,370.41,294.27,757.52,519.68
32672,131.85,697.43,371.47,292.68,779.59,515.28
32673,135.08,671.62,380.75,290.9,786.73,525.58
32674,136.64,673.77,388.92,294.2,781.54,532.78
32675,145.16,734.87,402.65,325.02,776.13,536.49
32676,138.04,762.32,397.12,350.98,746.5,512.96
32677,119.61,764.97,385.51,351.44,741.44,480.12
32678,119.51,644.02,386.71,356.71,783.78,478.62
32679,121.9,521.64,390.15,357.23,792.74,485.84
32680,142.9,512.1,395.28,358.66,791.82,501.77
32681,144.75,504.39,394.88,362.04,800.15,504.18
32682,142.03,493.05,393.78,360.69,801.86,511.94
32683,141.48,502.09,396.08,354.23,796.51,513.71
32684,139.9,533.97,397.06,353.23,795.44,510.4
32685,133.82,545.97,398.18,345.3,763.96,509.92
32686,133.66,558.49,404.64,338.88,752.57,516.4
32687,123.48,595.8,412.95,344.39,767.28,529.31
32688,103.67,709.64,412.57,349.99,798.21,543.5
32689,97.44,769.07,413.84,360.11,802.5,558.46
32690,95.13,794.11,411.5,355.0,796.98,564.62
32691,111.5,832.75,405.42,358.04,787.14,556.27
32692,119.27,845.41,390.3,358.92,778.03,548.47
32693,149.62,863.73,381.55,364.63,796.19,545.83
32694,161.44,879.85,375.84,363.03,793.01,542.91
32695,177.9,878.08,372.62,362.37,779.95,533.11
32696,191.21,867.47,371.21,361.15,771.16,531.44
32697,191.49,848.15,372.05,360.0,762.4,544.06
32698,188.88,832.2,376.14,352.44,748.68,552.21
32699,183.54,843.85,391.62,355.59,754.43,549.83
32700,181.15,864.32,395.23,362.04,742.68,528.48
32701,119.38,801.33,397.09,358.42,757.96,492.57
32702,118.19,653.67,397.25,349.4,784.44,487.84
32703,116.76,555.69,400.41,350.14,798.27,494.95
32704,137.25,535.21,398.03,355.0,798.86,495.72
32705,135.87,526.75,391.38,351.53,800.45,500.65
32706,131.48,531.28,386.27,346.39,787.88,502.91
32707,127.46,581.66,379.57,343.31,766.1,504.08
32708,124.41,632.65,380.66,337.36,761.14,503.5
32709,117.28,671.29,381.2,337.57,709.35,504.02
32710,108.49,685.4,386.16,340.18,700.68,518.94
32711,93.05,729.81,391.86,335.17,728.92,526.04
32712,84.62,842.21,397.89,330.24,729.35,530.05
32713,85.04,925.74,400.81,328.7,748.15,544.52
32714,88.96,906.21,398.58,320.63,765.42,547.53
32715,100.74,893.94,391.26,312.62,787.94,539.22
32716,111.26,863.53,378.15,304.59,822.72,533.01
32717,142.78,840.01,367.06,306.11,847.65,524.47
32718,157.08,827.87,361.74,300.86,873.47,520.73
32719,163.46,823.91,359.71,293.46,881.04,519.97
32720,165.17,810.32,360.75,295.56,887.29,518.0
32721,173.05,800.69,363.75,304.42,869.32,521.13
32722,173.22,788.31,371.5,310.94,840.53,526.03
32723,164.95,805.55,379.24,316.03,809.49,523.61
32724,148.74,836.31,386.82,319.02,806.36,511.8
32725,110.93,793.13,388.83,321.92,813.32,497.44
32726,122.24,672.8,387.27,325.83,844.21,496.28
32727,117.53,563.05,385.83,325.92,847.12,502.93
32728,105.65,561.14,383.18,326.83,814.97,498.17
32729,101.69,580.44,386.11,328.98,797.67,491.47
32730,110.03,594.4,385.08,329.96,771.0,483.69
32731,101.64,606.97,389.91,331.12,755.57,493.79
32732,96.95,602.52,391.77,331.91,743.55,508.6
32733,93.6,593.36,399.01,322.75,729.85,506.52
32734,94.78,589.67,402.98,318.06,730.76,505.85
32735,85.56,615.24,407.68,324.79,726.52,507.76
32736,86.61,717.78,405.89,320.33,743.52,526.24
32737,87.85,808.09,408.34,315.33,778.17,533.32
32738,99.75,777.33,407.2,324.41,781.7,531.0
32739,108.68,782.8,398.94,324.77,784.03,518.67
32740,115.62,787.39,386.92,326.85,766.94,516.76
32741,140.0,758.89,375.38,331.68,770.11,516.0
32742,148.1,717.87,369.66,329.78,784.52,516.04
32743,132.94,707.72,366.7,329.78,790.96,497.74
32744,136.77,690.01,367.77,335.22,788.66,484.95
32745,142.07,702.96,369.49,345.93,779.75,483.53
32746,147.98,702.18,379.04,346.0,804.48,496.72
32747,155.13,703.78,388.03,348.59,800.36,508.52
32748,150.66,702.27,388.48,351.41,813.37,509.58
32749,131.98,697.45,385.93,355.36,818.86,510.81
32750,137.58,603.56,389.76,354.57,824.73,512.35
32751,118.28,480.24,390.22,358.55,831.39,515.55
32752,129.42,452.11,390.98,355.4,805.78,517.55
32753,133.91,456.38,394.51,360.37,801.85,507.91
32754,168.74,455.11,401.45,359.68,771.56,500.59
32755,164.48,471.04,400.14,360.12,746.11,495.82
32756,159.51,501.59,400.6,355.64,726.96,499.19
32757,124.96,544.49,400.56,354.97,695.89,510.12
32758,120.64,585.97,396.46,347.48,694.77,515.89
32759,113.19,621.79,395.17,346.62,698.52,512.07
32760,98.46,775.57,389.18,352.28,728.65,519.75
32761,98.57,867.01,389.57,354.37,748.62,523.74
32762,98.27,887.31,388.64,358.34,725.48,518.92
32763,97.31,835.24,383.56,354.08,726.28,514.87
32764,98.12,828.1,376.68,358.64,729.77,517.03
32765,115.85,868.17,372.75,355.84,742.56,506.16
32766,131.02,928.56,364.15,349.9,732.61,476.29
32767,139.13,927.04,358.15,348.4,761.89,485.69
32768,139.37,889.74,353.61,344.35,785.58,501.68
32769,139.61,875.59,354.52,350.83,785.61,502.43
32770,137.59,868.89,357.13,352.47,790.68,505.18
32771,137.55,841.72,363.58,348.82,798.47,500.85
32772,123.67,823.9,368.14,348.7,788.89,490.1
32773,114.88,790.92,369.66,354.76,783.85,477.02
32774,112.99,680.37,372.97,348.42,812.66,465.56
32775,123.33,563.12,374.97,340.92,792.91,463.46
32776,120.48,534.77,372.64,345.06,767.34,464.21
32777,108.8,558.32,368.7,349.77,736.82,464.49
32778,108.84,587.26,369.61,350.13,727.28,466.57
32779,113.18,643.84,366.76,352.58,734.59,475.07
32780,110.09,660.11,362.24,348.39,698.53,471.44
